,Надгруппа,Группа товаров,Подгруппа товаров,Товар,Общий рейтинг,Безопасность,Натуральность,Пищевая ценность,Качество,Ссылка на сайт
538,Продукты,Молочные продукты,Мороженое - рейтинг,"""Гроспирон / Натур Пломбир"" пломбир в вафельном стаканчике",-1,0,0,0,0,https://roscontrol.com/product/grospiron-natur-plombir-plombir-v-vafelnom-stakanchike/
539,Продукты,Молочные продукты,Мороженое - рейтинг,"Эскимо ""Лакомо-Наша семья""",-1,0,0,0,0,https://roscontrol.com/product/eskimo-lakomo-nasha-semya/
540,Продукты,Молочные продукты,Сырки глазированные - рейтинг,"Сырок ""Вкуснотеево""",59,57,82,52,46,https://roscontrol.com/product/sirok-vkusnoteevo/
541,Продукты,Молочные продукты,Сырки глазированные - рейтинг,"Сырок ""Простоквашино""",45,79,28,27,44,https://roscontrol.com/product/sirok-prostokvashino/
542,Продукты,Молочные продукты,Сырки глазированные - рейтинг,"Сырок ""Творобушки""",54,76,52,51,37,https://roscontrol.com/product/tvorobushki/
543,Продукты,Молочные продукты,Сырки глазированные - рейтинг,"Сырок ""Свитлогорье""",52,70,43,48,48,https://roscontrol.com/product/sirok-svitlogore/
544,Продукты,Молочные продукты,Сырки глазированные - рейтинг,"""Ромашкино""",45,70,35,34,42,https://roscontrol.com/product/romashkino/
545,Продукты,Молочные продукты,Сырки глазированные - рейтинг,"Сырок ""Б.Ю.Александров"", в темном шоколаде",-1,0,0,0,0,https://roscontrol.com/product/byualeksandrov-3/
546,Продукты,Молочные продукты,Сырки глазированные - рейтинг,"Сырок ""Билла""",-1,0,0,0,0,https://roscontrol.com/product/sirok-billa/
547,Продукты,Молочные продукты,Сырки глазированные - рейтинг,"Сырок ""Ростагроэкспорт""",-1,0,0,0,0,https://roscontrol.com/product/syrok-rostaghroeksport/
548,Продукты,Молочные продукты,Сырки глазированные - рейтинг,"Сырок ""Б.Ю. Александров"" в молочном шоколаде",-1,0,0,0,0,https://roscontrol.com/product/sirok-byu-aleksandrov-tvorogniy/
549,Продукты,Молочные продукты,Сырки глазированные - рейтинг,"""Воздушный Фикси-сырок"", шоколадный",-1,0,0,0,0,https://roscontrol.com/product/vozdushniy-fiksi-sirok-shokoladniy/
550,Продукты,Молочные продукты,Сырки глазированные - рейтинг,"""Сюрприз""",-1,0,0,0,0,https://roscontrol.com/product/syurpriz-s-vanilinom/
551,Продукты,Молочные продукты,Сырки глазированные - рейтинг,"""Птичье молоко""",-1,0,0,0,0,https://roscontrol.com/product/ptiche-moloko-sirok-sufle-tvorogniy-glazirovanniy-vanilniy/
552,Продукты,Молочные продукты,Сырки глазированные - рейтинг,"""Б.Ю. Александров""",-1,0,0,0,0,https://roscontrol.com/product/byu-aleksandrov-sirki-tvorognie-glazirovannie-v-molochnom-shokolade-s-vanilyu/
553,Продукты,Молочные продукты,Сырки глазированные - рейтинг,"""Демик""",-1,0,0,0,0,https://roscontrol.com/product/demik-vanilin/
554,Продукты,Молочные продукты,Сырки глазированные - рейтинг,"""Воздушный Фикси-сырок"", со сгущенкой",-1,0,0,0,0,https://roscontrol.com/product/vozdushniy-fiksi-sirok-s-napolnitelem-varenaya-sgushchenka/
555,Продукты,Молочные продукты,Сырки глазированные - рейтинг,"""Воздушный Фикси-сырок"", клубничный",-1,0,0,0,0,https://roscontrol.com/product/vozdushniy-fiksi-sirok-klubnika/
556,Продукты,Молочные продукты,Сырки глазированные - рейтинг,"""Чудо""",-1,0,0,0,0,https://roscontrol.com/product/chudo-1/
557,Продукты,Молочные продукты,Сырки глазированные - рейтинг,"""Ростагроэкспорт"", ""Картошка""",-1,0,0,0,0,https://roscontrol.com/product/rostagroeksport-kartoshka/
558,Продукты,Молочные продукты,Сырки глазированные - рейтинг,"Сырок ""Вкуснотеево""",59,57,82,52,46,https://roscontrol.com/product/sirok-vkusnoteevo/
559,Продукты,Молочные продукты,Сырки глазированные - рейтинг,"Сырок ""Простоквашино""",45,79,28,27,44,https://roscontrol.com/product/sirok-prostokvashino/
560,Продукты,Молочные продукты,Сырки глазированные - рейтинг,"Сырок ""Творобушки""",54,76,52,51,37,https://roscontrol.com/product/tvorobushki/
561,Продукты,Молочные продукты,Сырки глазированные - рейтинг,"Сырок ""Свитлогорье""",52,70,43,48,48,https://roscontrol.com/product/sirok-svitlogore/
562,Продукты,Молочные продукты,Сырки глазированные - рейтинг,"""Ромашкино""",45,70,35,34,42,https://roscontrol.com/product/romashkino/
563,Продукты,Молочные продукты,Сырки глазированные - рейтинг,"Сырок ""Б.Ю.Александров"", в темном шоколаде",-1,0,0,0,0,https://roscontrol.com/product/byualeksandrov-3/
564,Продукты,Молочные продукты,Сырки глазированные - рейтинг,"Сырок ""Билла""",-1,0,0,0,0,https://roscontrol.com/product/sirok-billa/
565,Продукты,Молочные продукты,Сырки глазированные - рейтинг,"Сырок ""Ростагроэкспорт""",-1,0,0,0,0,https://roscontrol.com/product/syrok-rostaghroeksport/
566,Продукты,Молочные продукты,Сырки глазированные - рейтинг,"Сырок ""Б.Ю. Александров"" в молочном шоколаде",-1,0,0,0,0,https://roscontrol.com/product/sirok-byu-aleksandrov-tvorogniy/
567,Продукты,Молочные продукты,Сырки глазированные - рейтинг,"""Воздушный Фикси-сырок"", шоколадный",-1,0,0,0,0,https://roscontrol.com/product/vozdushniy-fiksi-sirok-shokoladniy/
568,Продукты,Молочные продукты,Сырки глазированные - рейтинг,"""Сюрприз""",-1,0,0,0,0,https://roscontrol.com/product/syurpriz-s-vanilinom/
569,Продукты,Молочные продукты,Сырки глазированные - рейтинг,"""Птичье молоко""",-1,0,0,0,0,https://roscontrol.com/product/ptiche-moloko-sirok-sufle-tvorogniy-glazirovanniy-vanilniy/
570,Продукты,Молочные продукты,Сырки глазированные - рейтинг,"""Б.Ю. Александров""",-1,0,0,0,0,https://roscontrol.com/product/byu-aleksandrov-sirki-tvorognie-glazirovannie-v-molochnom-shokolade-s-vanilyu/
571,Продукты,Молочные продукты,Сырки глазированные - рейтинг,"""Демик""",-1,0,0,0,0,https://roscontrol.com/product/demik-vanilin/
572,Продукты,Молочные продукты,Сырки глазированные - рейтинг,"""Воздушный Фикси-сырок"", со сгущенкой",-1,0,0,0,0,https://roscontrol.com/product/vozdushniy-fiksi-sirok-s-napolnitelem-varenaya-sgushchenka/
573,Продукты,Молочные продукты,Сырки глазированные - рейтинг,"""Воздушный Фикси-сырок"", клубничный",-1,0,0,0,0,https://roscontrol.com/product/vozdushniy-fiksi-sirok-klubnika/
574,Продукты,Молочные продукты,Сырки глазированные - рейтинг,"""Чудо""",-1,0,0,0,0,https://roscontrol.com/product/chudo-1/
575,Продукты,Молочные продукты,Сырки глазированные - рейтинг,"""Ростагроэкспорт"", ""Картошка""",-1,0,0,0,0,https://roscontrol.com/product/rostagroeksport-kartoshka/
576,Продукты,Молочные продукты,Зернёный творог и зернёные творожные продукты - рейтинг,"Творог зерненый ""Рузский""",75,95,80,39,84,https://roscontrol.com/product/tvorog-zerneniy-ruzskiy/
577,Продукты,Молочные продукты,Зернёный творог и зернёные творожные продукты - рейтинг,"Творог зерненый ""Искренне Ваш""",65,96,65,45,55,https://roscontrol.com/product/tvorog-zerneniy-iskrenne-vash/
578,Продукты,Молочные продукты,Зернёный творог и зернёные творожные продукты - рейтинг,"Творог зерненый ""Романов луг""",63,89,60,44,59,https://roscontrol.com/product/tvorog-zerneniy-romanov-lug/
579,Продукты,Молочные продукты,Зернёный творог и зернёные творожные продукты - рейтинг,"Творог зернёный ""Савушкин"", ""101 зерно + сливки"" 5%",67,90,55,43,78,https://roscontrol.com/product/tvorog-savushkin-zernniy-5/
580,Продукты,Молочные продукты,Зернёный творог и зернёные творожные продукты - рейтинг,"Продукт творожный ""Простоквашино"", творожное зерно в сливках 7%",59,89,55,52,39,https://roscontrol.com/product/tvorozhnoie-zierno-prostokvashino/
581,Продукты,Молочные продукты,Зернёный творог и зернёные творожные продукты - рейтинг,"Творог зернёный ""Карат"", ""Домашний"" 4 %",58,89,60,37,45,https://roscontrol.com/product/tvorog-karat-domashniy-zernniy/
582,Продукты,Молочные продукты,Зернёный творог и зернёные творожные продукты - рейтинг,"Продукт творожный ""Домик в деревне"", творожное зерно в сливках 5%",59,70,60,58,49,https://roscontrol.com/product/domik-v-derevne-tvorognoe-zerno-5/
583,Продукты,Молочные продукты,Зернёный творог и зернёные творожные продукты - рейтинг,"Творог зерненый ""Избёнка"" 4%",-1,0,0,0,0,https://roscontrol.com/product/tvorog-zerneniy-izbnka-4/
584,Продукты,Молочные продукты,Зернёный творог и зернёные творожные продукты - рейтинг,"Творог зерненый ""Залесский фермер"" 5%",-1,0,0,0,0,https://roscontrol.com/product/tvorog-zerneniy-zalesskiy-fermer-5/
585,Продукты,Молочные продукты,Зернёный творог и зернёные творожные продукты - рейтинг,"Творог зернёный ""Милава"" 5%",-1,0,0,0,0,https://roscontrol.com/product/tvorog-zernniy-milava-5/
586,Продукты,Молочные продукты,Зернёный творог и зернёные творожные продукты - рейтинг,"Творог зерненый ""Волоколамский молочный завод""",-1,0,0,0,0,https://roscontrol.com/product/tvorog-zerneniy-volokolamskiy-molochniy-zavod/
