,Надгруппа,Группа товаров,Подгруппа товаров,Товар,Общий рейтинг,Безопасность,Натуральность,Пищевая ценность,Качество,Ссылка на сайт
162,Продукты,Молочные продукты,Сметана - рейтинг,"""Домик в деревне"" 15%",75,80,80,53,86,https://roscontrol.com/product/smetana-domik-v-derevne-15/
163,Продукты,Молочные продукты,Сметана - рейтинг,"""Останкинское"" 20%",68,75,73,52,73,https://roscontrol.com/product/ostankinskaya-20/
164,Продукты,Молочные продукты,Сметана - рейтинг,"""Асеньевская ферма"" 15%",59,91,65,37,41,https://roscontrol.com/product/asenevskaya-ferma-15/
165,Продукты,Молочные продукты,Сметана - рейтинг,"""Благода"" 15%",57,87,55,39,48,https://roscontrol.com/product/smetana-blagoda-15/
166,Продукты,Молочные продукты,Сметана - рейтинг,"Сметана ""Николаевская ферма"" 25%",60,91,75,44,31,https://roscontrol.com/product/smetana-nikolaevskaya-ferma-25/
167,Продукты,Молочные продукты,Сметана - рейтинг,"Сметана ""Рузская"" 25%",61,85,65,52,41,https://roscontrol.com/product/smetana-ruzskaya-25/
168,Продукты,Молочные продукты,Сметана - рейтинг,"""Киржачский молочный завод"" 20%",68,97,80,52,42,https://roscontrol.com/product/kirgachskiy-molochniy-zavod-20/
169,Продукты,Молочные продукты,Сметана - рейтинг,"""Углече поле"" 15%",72,97,80,52,57,https://roscontrol.com/product/ugleche-pole-15/
170,Продукты,Молочные продукты,Сметана - рейтинг,"""Из молока нашей дойки"" 20%",-1,0,0,0,0,https://roscontrol.com/product/iz-moloka-nashey-doyki-20/
171,Продукты,Молочные продукты,Сметана - рейтинг,"Сметана ""Избёнка"" 25%",-1,0,0,0,0,https://roscontrol.com/product/smetana-izbnka-25/
172,Продукты,Молочные продукты,Сметана - рейтинг,"""Вкуснотеево"" 20%",-1,0,0,0,0,https://roscontrol.com/product/vkusnoteevo-20/
173,Продукты,Молочные продукты,Сметана - рейтинг,"""Милава"" 15%",-1,0,0,0,0,https://roscontrol.com/product/milava-15/
174,Продукты,Молочные продукты,Сметана - рейтинг,President 15%,-1,0,0,0,0,https://roscontrol.com/product/president-15/
175,Продукты,Молочные продукты,Сметана - рейтинг,"""Останкинское"" 15%",-1,0,0,0,0,https://roscontrol.com/product/ostankinskoe-15/
176,Продукты,Молочные продукты,Сметана - рейтинг,"""36 копеек"" 20%",-1,0,0,0,0,https://roscontrol.com/product/smietana-36-kopieiek-20/
177,Продукты,Молочные продукты,Сметана - рейтинг,"""Лакомо"" 20%",-1,0,0,0,0,https://roscontrol.com/product/lakomo-20/
178,Продукты,Молочные продукты,Сметана - рейтинг,"""Милава"" 20%",-1,0,0,0,0,https://roscontrol.com/product/milava-20/
179,Продукты,Молочные продукты,Сметана - рейтинг,"""Дмитровский молочный завод"" 20%",-1,0,0,0,0,https://roscontrol.com/product/dmitrovskiy-molochniy-zavod-20/
180,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Масло сливочное ""Экомилк"" 82,5%",-1,86,43,80,85,https://roscontrol.com/product/maslo-slivochnoie-ekomilk-82-5/
181,Продукты,Молочные продукты,Сливочное масло - рейтинг,Сливочное масло Anchor 82%,69,86,43,65,80,https://roscontrol.com/product/slivochnoe-maslo-anchor-82-2/
182,Продукты,Молочные продукты,Сливочное масло - рейтинг,Сливочное масло Anchor 82%,69,86,43,65,80,https://roscontrol.com/product/slivochnoe-maslo-anchor-82-1/
183,Продукты,Молочные продукты,Сливочное масло - рейтинг,Сливочное масло Anchor 82%,69,86,43,65,80,https://roscontrol.com/product/slivochnoe-maslo-anchor-82/
184,Продукты,Молочные продукты,Сливочное масло - рейтинг,Сливочное масло Anchor 82%,69,86,43,65,80,https://roscontrol.com/product/anchor_82/
185,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Сливочное масло ""Брест-Литовск"" 82,5%",78,82,44,85,100,https://roscontrol.com/product/slivochnoie-maslo-briest-litovsk-82-5/
186,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Сливочное масло ""Радость вкуса"" ""Традиционное"" 82,5%, высший сорт",70,85,43,85,67,https://roscontrol.com/product/slivochnoe-maslo-radost-vkusa-traditsionnoe-825-visshiy-sort/
187,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Сливочное вологодское масло ""Из Вологды"" 82,5%",65,81,41,65,74,https://roscontrol.com/product/iz-vologdi-825-vologodskoe/
188,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Топленое масло ""Молградъ""",65,81,40,65,73,https://roscontrol.com/product/toplenoe-maslo-molgrad/
189,Продукты,Молочные продукты,Сливочное масло - рейтинг,"""Вкуснотеево"" традиционное 82,5%",77,82,43,85,96,https://roscontrol.com/product/maslo-slivochnoie-vkusnotieievo-traditsionnoie-82-5/
190,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Сливочное масло ""Белорусское"" ""Традиционное"" 82,5%",71,86,42,80,74,https://roscontrol.com/product/slivochnoe-maslo-belorusskoe-traditsionnoe-825/
191,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Сливочное масло Valuiki ""Традиционное"" 82,5%, высший сорт",68,88,43,85,57,https://roscontrol.com/product/slivochnoe-maslo-valuiki-traditsionnoe-825-visshiy-sort/
192,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Сливочное масло ""Милава"" 82,5%",74,88,44,85,77,https://roscontrol.com/product/slivochnoe-maslo-milava/
193,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Сливочное масло ""Радость вкуса"" Крестьянское 72,5%",70,69,44,100,65,https://roscontrol.com/product/radost-vkusa/
194,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Сливочное масло Belorus Export высшего сорта  82,5%",66,73,43,95,54,https://roscontrol.com/product/export-belorus/
195,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Сливочное масло ""Лакомо"" Традиционное высшего сорта 82,5%",63,58,43,100,51,https://roscontrol.com/product/lakomo/
196,Продукты,Молочные продукты,Сливочное масло - рейтинг,Сливочное масло Lurpak 82%,69,69,43,80,82,https://roscontrol.com/product/lurpack_82/
197,Продукты,Молочные продукты,Сливочное масло - рейтинг,Сливочное масло Valio Традиционное  82%,65,63,43,80,73,https://roscontrol.com/product/valio_82/
198,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Масло сливочное ""Экомилк"" 82,5%",-1,86,43,80,85,https://roscontrol.com/product/maslo-slivochnoie-ekomilk-82-5/
199,Продукты,Молочные продукты,Сливочное масло - рейтинг,Сливочное масло Anchor 82%,69,86,43,65,80,https://roscontrol.com/product/slivochnoe-maslo-anchor-82-2/
200,Продукты,Молочные продукты,Сливочное масло - рейтинг,Сливочное масло Anchor 82%,69,86,43,65,80,https://roscontrol.com/product/slivochnoe-maslo-anchor-82-1/
201,Продукты,Молочные продукты,Сливочное масло - рейтинг,Сливочное масло Anchor 82%,69,86,43,65,80,https://roscontrol.com/product/slivochnoe-maslo-anchor-82/
202,Продукты,Молочные продукты,Сливочное масло - рейтинг,Сливочное масло Anchor 82%,69,86,43,65,80,https://roscontrol.com/product/anchor_82/
203,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Сливочное масло ""Брест-Литовск"" 82,5%",78,82,44,85,100,https://roscontrol.com/product/slivochnoie-maslo-briest-litovsk-82-5/
204,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Сливочное масло ""Радость вкуса"" ""Традиционное"" 82,5%, высший сорт",70,85,43,85,67,https://roscontrol.com/product/slivochnoe-maslo-radost-vkusa-traditsionnoe-825-visshiy-sort/
205,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Сливочное вологодское масло ""Из Вологды"" 82,5%",65,81,41,65,74,https://roscontrol.com/product/iz-vologdi-825-vologodskoe/
206,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Топленое масло ""Молградъ""",65,81,40,65,73,https://roscontrol.com/product/toplenoe-maslo-molgrad/
207,Продукты,Молочные продукты,Сливочное масло - рейтинг,"""Вкуснотеево"" традиционное 82,5%",77,82,43,85,96,https://roscontrol.com/product/maslo-slivochnoie-vkusnotieievo-traditsionnoie-82-5/
208,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Сливочное масло ""Белорусское"" ""Традиционное"" 82,5%",71,86,42,80,74,https://roscontrol.com/product/slivochnoe-maslo-belorusskoe-traditsionnoe-825/
209,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Сливочное масло Valuiki ""Традиционное"" 82,5%, высший сорт",68,88,43,85,57,https://roscontrol.com/product/slivochnoe-maslo-valuiki-traditsionnoe-825-visshiy-sort/
210,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Сливочное масло ""Милава"" 82,5%",74,88,44,85,77,https://roscontrol.com/product/slivochnoe-maslo-milava/
211,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Сливочное масло ""Радость вкуса"" Крестьянское 72,5%",70,69,44,100,65,https://roscontrol.com/product/radost-vkusa/
212,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Сливочное масло Belorus Export высшего сорта  82,5%",66,73,43,95,54,https://roscontrol.com/product/export-belorus/
213,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Сливочное масло ""Лакомо"" Традиционное высшего сорта 82,5%",63,58,43,100,51,https://roscontrol.com/product/lakomo/
214,Продукты,Молочные продукты,Сливочное масло - рейтинг,Сливочное масло Lurpak 82%,69,69,43,80,82,https://roscontrol.com/product/lurpack_82/
215,Продукты,Молочные продукты,Сливочное масло - рейтинг,Сливочное масло Valio Традиционное  82%,65,63,43,80,73,https://roscontrol.com/product/valio_82/
216,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Сливочное масло ""Доярушка"" 82,5%",72,76,43,95,72,https://roscontrol.com/product/doyarushka_825/
217,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Сливочное масло ""Из Вологды"" ""Крестьянское""  72,5%, высший сорт",60,83,44,85,29,https://roscontrol.com/product/iz-vologdi-725-krestyanskoe/
218,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Сливочное масло ""Сыробогатов"" Традиционное 82,5%",0,0,0,0,0,https://roscontrol.com/product/sirobogatov-traditsionnoe-825/
219,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Сливочное масло ""Главмаслопром"", 82,5%",69,88,42,84,63,https://roscontrol.com/product/slivochnoe-maslo-glavmasloprom-825/
220,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Сливочное масло ""Залесский фермер"", 82,5%",66,83,42,85,52,https://roscontrol.com/product/slivochnoe-maslo-zalesskiy-fermer-825/
221,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Сливочное масло ""Искренне Ваш"" ""Традиционное"" 82,5%",58,79,41,70,41,https://roscontrol.com/product/slivochnoe-maslo-iskrenne-vash-traditsionnoe-825/
222,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Топленое масло ""Починки""",59,79,40,75,43,https://roscontrol.com/product/toplenoe-maslo-pochinki/
223,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Топленое масло ""Избёнка""",59,80,40,75,40,https://roscontrol.com/product/toplenoe-maslo-izbnka/
224,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Топленое масло ""ВкусВилл""",61,80,40,75,48,https://roscontrol.com/product/toplenoe-maslo-vkusvill/
225,Продукты,Молочные продукты,Сливочное масло - рейтинг,Топленое масло President,60,91,40,65,45,https://roscontrol.com/product/toplenoe-maslo-president/
226,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Сливочное масло ""Рузское"" Традиционное 82,5%",66,83,43,85,53,https://roscontrol.com/product/ruzskoe-825/
227,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Сливочное масло ""Останкинское"" ""Традиционное"" 82,5%",57,79,43,75,30,https://roscontrol.com/product/slivochnoe-maslo-ostankinskoe-traditsionnoe-825/
228,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Сливочное масло ""Простоквашино"" ""Традиционное"" 82%, высший сорт",69,88,43,85,58,https://roscontrol.com/product/slivochnoe-maslo-prostokvashino-traditsionnoe-82-visshiy-sort/
229,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Масло сливочное ""Князь Вежич"" ""Традиционное"" 82.5%, высший сорт",67,88,43,85,52,https://roscontrol.com/product/maslo-slivochnoie-kniaz-viezhich-82-5-180gh/
230,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Сливочное масло ""Вологодское лето"" ""Традиционное"" 82,5%, высший сорт",70,88,43,85,65,https://roscontrol.com/product/slivochnoe-maslo-vologodskoe-leto-traditsionnoe-825-visshiy-sort/
231,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Сливочное масло ""Милье"" ""Традиционное"" 82,5%, высший сорт",69,89,43,85,57,https://roscontrol.com/product/slivochnoe-maslo-mile-traditsionnoe-825-visshiy-sort/
232,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Сливочное масло ""Му-у"" ""Традиционное"" 82,5%, высший сорт",70,88,43,85,62,https://roscontrol.com/product/slivochnoie-maslo-mu-u-traditsionnoie-82-5/
233,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Сливочное масло ""Романов луг"" ""Крестьянское"" 72,5%, высший сорт",63,60,44,85,62,https://roscontrol.com/product/slivochnoe-maslo-romanov-lug/
234,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Сливочное масло ""Простоквашино"" ""Крестьянское"" 72,5%, высший сорт",60,63,44,85,49,https://roscontrol.com/product/slivochnoe-maslo-prostokvashino-krestyanskoe-725-visshiy-sort/
235,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Сливочное масло ""Милава"" ""Крестьянское"" 72,5%, высший сорт",61,62,44,85,51,https://roscontrol.com/product/slivochnoe-maslo-milava-725-visshiy-sort/
236,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Сливочное масло ""Масло из России"", ""Традиционное 2"", 82,5%",-1,0,0,0,0,https://roscontrol.com/product/slivochnoe-maslo-maslo-iz-rossii-traditsionnoe-2-825/
237,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Сливочное масло ""Баба Валя"", 82,0%",-1,0,0,0,0,https://roscontrol.com/product/slivochnoe-maslo-baba-valya-820/
238,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Сливочное масло ""Молочный дом"", ""Крестьянское"", 72,5%",-1,0,0,0,0,https://roscontrol.com/product/slivochnoe-maslo-molochniy-dom-krestyanskoe-725/
239,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Сливочное масло ""Молочный дом"", 82,5%",-1,0,0,0,0,https://roscontrol.com/product/slivochnoe-maslo-molochniy-dom-825/
240,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Сливочное масло ""Курский молочный завод"", ""Вологодские традиции"", 82,5%",-1,0,0,0,0,https://roscontrol.com/product/slivochnoe-maslo-kurskiy-molochniy-zavod-vologodskie-traditsii-825/
241,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Сливочное масло ""Масловита"", ""Традиционное"", 82,5%",-1,0,0,0,0,https://roscontrol.com/product/slivochnoe-maslo-maslovita-traditsionnoe-2-825/
242,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Сливочное масло ""Крестьянское"", ООО ""Вита"" , 72,5%",-1,0,0,0,0,https://roscontrol.com/product/slivochnoe-maslo-krestyanskoe-ooo-vita-725/
243,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Сливочное масло ""Росмол"" ""Золотое"" ""Традиционное"", 82,5%",-1,0,0,0,0,https://roscontrol.com/product/slivochnoe-maslo-zolotoe-traditsionnoe-825/
244,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Сливочное масло ""Эридан"", ""Традиционное"", 82,5%",-1,0,0,0,0,https://roscontrol.com/product/slivochnoe-maslo-eridan-traditsionnoe-2-825/
245,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Сливочное масло ""Инфо-сервис"", ""Крестьянское"", 72,5%",-1,0,0,0,0,https://roscontrol.com/product/slivochnoe-maslo-info-servis-krestyanskoe-725/
246,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Сливочное масло ""ИП Матвеева Т.М."", ""Традиционное"", 82,5%",-1,0,0,0,0,https://roscontrol.com/product/slivochnoe-maslo-ip-matveeva-tm-traditsionnoe-825/
247,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Сливочное масло ""Росмол"", ""Золотое"", 82,5%",-1,0,0,0,0,https://roscontrol.com/product/slivochnoe-maslo-rosmol-zolotoe-825/
248,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Сливочное масло ""Вита"", ""Традиционное"", 82,5%",-1,0,0,0,0,https://roscontrol.com/product/slivochnoe-maslo-vita-traditsionnoe-825/
249,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Сливочное масло ""Росмол"", ""Белорусские традиции"", 72,5%",-1,0,0,0,0,https://roscontrol.com/product/slivochnoe-maslo-rosmol-belorusskie-traditsii-725/
250,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Сливочное масло ""СН-Продукт"", ""Традиционное"", 82,5%",-1,0,0,0,0,https://roscontrol.com/product/slivochnoe-maslo-sn-produkt-traditsionnoe-825/
251,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Сливочное масло ""Меркурий"", 82,5%",-1,0,0,0,0,https://roscontrol.com/product/slivochnoe-maslo-merkuriy-825/
252,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Сливочное масло ""Росмол"", ""Традиционное"", 82,5%",-1,0,0,0,0,https://roscontrol.com/product/slivochnoe-maslo-rosmol-traditsionnoe-825/
253,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Сливочное масло ""Курский завод"", ""Традиционное"", 82,5%",-1,0,0,0,0,https://roscontrol.com/product/slivochnoe-maslo-kurskiy-zavod-traditsionnoe-825/
254,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Сливочное масло ""Курский завод"", ""Белорусские традиции"", 72,5%",-1,0,0,0,0,https://roscontrol.com/product/slivochnoe-maslo-kurskiy-zavod-belorusskie-traditsii-825/
255,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Сливочное масло ""Дубровское / Молочные продукты из Дубровки"", ""Традиционное"", 82,5%",-1,0,0,0,0,https://roscontrol.com/product/slivochnoe-maslo-dubrovskoe-molochnie-produkti-iz-dubrovki-traditsionnoe-825/
256,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Сливочное масло ""Лав Продукт"", 82,5%",-1,0,0,0,0,https://roscontrol.com/product/maslo-traditsionnoe-sladko-slivochnoe-nesolenoe-lav-produkt/
257,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Сливочное масло ""Молочные узоры"" ""Традиционное"" 82,5%, высший сорт",-1,0,0,0,0,https://roscontrol.com/product/slivochnoe-maslo-molochnie-uzori-traditsionnoe-825-visshiy-sort/
258,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Сливочное масло ""Балтком"" ""Традиционное"" 82,5%, высший сорт",-1,0,0,0,0,https://roscontrol.com/product/baltkom-1/
259,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Сливочное масло ""Выбор хозяйки"" ""Традиционное"" 82,5%, высший сорт",-1,0,0,0,0,https://roscontrol.com/product/slivochnoe-maslo-vibor-hozyayki-traditsionnoe-825-visshiy-sort/
260,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Сливочное масло ""Крестьянские Узоры"" ""Традиционное"" 82,5%, первый сорт",-1,0,0,0,0,https://roscontrol.com/product/slivochnoe-maslo-krestyanskie-uzori-traditsionnoe-825-perviy-sort/
261,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Сливочное масло ""Ровеньки"" ""Традиционное"" 82,5%, высший сорт",-1,0,0,0,0,https://roscontrol.com/product/roven-ki-1/
262,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Сливочное масло ""Сернурский сырзавод"" ""Традиционное"" 82,5%, высший сорт",-1,0,0,0,0,https://roscontrol.com/product/slivochnoe-maslo-sernurskiy-sirzavod-traditsionnoe-825-visshiy-sort/
263,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Сливочное масло ""Киржачский молочный завод"" ""Традиционное"" 82,5%, высший сорт",-1,0,0,0,0,https://roscontrol.com/product/slivochnoe-maslo-kirgachskiy-molochniy-zavod-traditsionnoe-825-visshiy-sort/
264,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Сливочное масло ""Число Му"" ""Традиционное"" 82,5%",-1,0,0,0,0,https://roscontrol.com/product/slivochnoe-maslo-chislo-mu-traditsionnoe-825/
265,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Сливочное масло ""Кубанский молочник"" ""Традиционное"" 82,5%",-1,0,0,0,0,https://roscontrol.com/product/slivochnoe-maslo-kubanskiy-molochnik-traditsionnoe-825/
266,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Сливочное масло ""То самое масло"" ""Традиционное"" 82,5%",-1,0,0,0,0,https://roscontrol.com/product/slivochnoe-maslo-to-samoe-maslo-traditsionnoe-825/
267,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Сливочное масло ""Ока-Река"" Крестьянское 72,5%",-1,0,0,0,0,https://roscontrol.com/product/oka-reka/
268,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Сливочное масло ""Староминское"" Традиционное 82,5%",-1,0,0,0,0,https://roscontrol.com/product/starominskoe/
269,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Сливочное масло ""Ростагроэкспорт"" Традиционное 82,5%",-1,0,0,0,0,https://roscontrol.com/product/rostagroeksport-1/
270,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Сливочное масло ""Домик в деревне"" 72,5%",-1,0,0,0,0,https://roscontrol.com/product/domik-v-derevne-2/
271,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Сливочное масло ""Молзавод Асекеевский"" 82,5%",-1,0,0,0,0,https://roscontrol.com/product/molzavod-asekeevskiy/
272,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Сливочное масло ""Мытищинское"" Крестьянское 72,5%",-1,0,0,0,0,https://roscontrol.com/product/mitishchinskoe/
273,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Сливочное масло ""Алтико"" Традиционное 82,5%",-1,0,0,0,0,https://roscontrol.com/product/altiko/
274,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Сливочное масло ""МЛМ"" Традиционное 82,5%",-1,0,0,0,0,https://roscontrol.com/product/mlm/
275,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Сливочное масло ""Продукт Есенинского края"" Традиционное 82,5%",-1,0,0,0,0,https://roscontrol.com/product/produkt-eseninskogo-kraya/
276,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Сливочное масло ""Молочная ферма"" Крестьянское 72,5%",-1,0,0,0,0,https://roscontrol.com/product/molochnaya-ferma/
277,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Сливочное масло ""Воронежросагро"" Крестьянское 72,5%",-1,0,0,0,0,https://roscontrol.com/product/voronegrosagro/
278,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Сливочное масло ""Молмасло"" Крестьянское 72,5%",-1,0,0,0,0,https://roscontrol.com/product/molmaslo/
279,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Сливочное масло ""Курское молоко"" Крестьянское 72,5%",-1,0,0,0,0,https://roscontrol.com/product/kurskoe-moloko/
280,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Сливочное масло ""От фермера"" 72,5%",-1,0,0,0,0,https://roscontrol.com/product/ot-fermera/
281,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Сливочное масло ""Лав продукт"" Традиционное 82,5%",-1,0,0,0,0,https://roscontrol.com/product/lav-produkt-1/
282,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Сливочное масло ""Красная цена"" Крестьянское 72,5%",-1,0,0,0,0,https://roscontrol.com/product/krasnaya-tsena-2/
283,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Сливочное масло ""Новая деревня"" 82,5%",-1,0,0,0,0,https://roscontrol.com/product/novaya-derevnya-1/
284,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Сливочное масло ""Дмитровский молочный завод"" Традиционное 82,5%",-1,0,0,0,0,https://roscontrol.com/product/dmitrovskiy_molochniy_zavod_825/
285,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Сливочное масло ""Посейдон Сервис"" ""Традиционное"" 82,5%, высший сорт",-1,0,0,0,0,https://roscontrol.com/product/slivochnoe-maslo-poseydon-servis-traditsionnoe-825-visshiy-sort/
286,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Сливочное масло ""Молоко плюс"" ""Традиционное"" 82,5%, высший сорт",-1,0,0,0,0,https://roscontrol.com/product/slivochnoe-maslo-moloko-plyus-traditsionnoe-825-visshiy-sort/
287,Продукты,Молочные продукты,Сливочное масло - рейтинг,"Сливочное масло ""ЛАВ продукт"" ""Традиционное"" 82,5%, высший сорт",-1,0,0,0,0,https://roscontrol.com/product/slivochnoe-maslo-lav-produkt-traditsionnoe-825-visshiy-sort/
288,Продукты,Молочные продукты,Сыры и сырные продукты - рейтинг,"Сыр ""Радость вкуса"" ""Львиное сердце"", 45%",-1,81,78,48,37,https://roscontrol.com/product/sir-radost-vkusa-lvinoe-serdtse-45/
289,Продукты,Молочные продукты,Сыры и сырные продукты - рейтинг,"Сыр ""Радость вкуса"" ""Топленое молочко"", 45%",-1,81,78,44,48,https://roscontrol.com/product/sir-radost-vkusa-toplenoe-molochko-45/
290,Продукты,Молочные продукты,Сыры и сырные продукты - рейтинг,"Сыр ""Адыгейский молзавод"" Адыгейский",75,85,80,65,70,https://roscontrol.com/product/sir-adigeyskiy-molzavod-adigeyskiy/
291,Продукты,Молочные продукты,Сыры и сырные продукты - рейтинг,"Сыр ""Красногвардейский Молочный Завод"" Адыгейский",75,83,75,59,83,https://roscontrol.com/product/sir-krasnogvardeyskiy-molochniy-zavod-adigeyskiy/
292,Продукты,Молочные продукты,Сыры и сырные продукты - рейтинг,"Сыр ""Свежий ряд"" Адыгейский",73,84,75,59,74,https://roscontrol.com/product/sir-svegiy-ryad-adigeyskiy/
293,Продукты,Молочные продукты,Сыры и сырные продукты - рейтинг,"Сыр ""Тысяча озёр"" легкий",54,73,60,33,50,https://roscontrol.com/product/sir-tisyacha-ozr-legkiy/
294,Продукты,Молочные продукты,Сыры и сырные продукты - рейтинг,"Сыр ""Ровеньки"" легкий",56,74,60,39,49,https://roscontrol.com/product/sir-rovenki-legkiy/
295,Продукты,Молочные продукты,Сыры и сырные продукты - рейтинг,"Сыр ""Сваля"" легкий",56,76,55,38,56,https://roscontrol.com/product/sir-svalya-legkiy/
296,Продукты,Молочные продукты,Сыры и сырные продукты - рейтинг,"Сыр ""Аланталь"" легкий",56,64,55,38,68,https://roscontrol.com/product/sir-alantal-legkiy/
297,Продукты,Молочные продукты,Сыры и сырные продукты - рейтинг,"Сыр ""Брест-Литовск"" легкий",59,78,55,42,59,https://roscontrol.com/product/sir-brest-litovsk-legkiy/
298,Продукты,Молочные продукты,Сыры и сырные продукты - рейтинг,"Сыр ""365 дней"" ""Российский""",53,75,55,26,56,https://roscontrol.com/product/sir-365-dney-rossiyskiy/
299,Продукты,Молочные продукты,Сыры и сырные продукты - рейтинг,"Сыр ""ПростоСыр"" Российский",54,79,55,22,61,https://roscontrol.com/product/prostosir-rossiyskiy/
300,Продукты,Молочные продукты,Сыры и сырные продукты - рейтинг,"Сыр ""Радость вкуса"" ""Российский классический""",56,70,60,27,68,https://roscontrol.com/product/sir-radost-vkusa-rossiyskiy/
301,Продукты,Молочные продукты,Сыры и сырные продукты - рейтинг,"Сыр ""Луговая свежесть"" ""Российский""",58,78,55,27,73,https://roscontrol.com/product/sir-lugovaya-svegest-rossiyskiy-50/
